mS_evaluated,theta_evaluated
0.1,3.162277660168379e-7
0.1,1.0e-6
0.1,3.162277660168379e-6
0.1,1.0e-5
0.1,3.1622776601683795e-5
0.1,0.0001
0.1,0.00017782794100389227
0.1,0.00023713737056616554
0.1,0.0002738419634264361
0.1,0.00031622776601683794
0.1,0.00042169650342858224
0.1,0.0005623413251903491
0.1,0.001
0.1,0.0031622776601683794
0.1,0.010000000000000002
0.1,0.03162277660168379
0.1,0.1
0.10205841095574576,0.00023713737056616554
0.10205841095574576,0.0002738419634264361
0.10205841095574576,0.00031622776601683794
0.10415919246811887,0.00017782794100389227
0.10415919246811887,0.00023713737056616554
0.10415919246811887,0.0002738419634264361
0.10415919246811887,0.00031622776601683794
0.10415919246811887,0.00042169650342858224
0.10415919246811887,0.0005623413251903491
0.10630321669729896,0.00023713737056616554
0.10630321669729896,0.0002738419634264361
0.10630321669729896,0.00031622776601683794
0.10849137375610633,0.0001
0.10849137375610633,0.00017782794100389227
0.10849137375610633,0.00023713737056616554
0.10849137375610633,0.0002738419634264361
0.10849137375610633,0.00031622776601683794
0.10849137375610633,0.00042169650342858224
0.10849137375610633,0.0005623413251903491
0.10849137375610633,0.001
0.1107245720795411,0.00023713737056616554
0.1107245720795411,0.0002738419634264361
0.1107245720795411,0.00031622776601683794
0.113003738801929,0.00017782794100389227
0.113003738801929,0.00023713737056616554
0.113003738801929,0.0002738419634264361
0.113003738801929,0.00031622776601683794
0.11532982014183024,0.00023713737056616554
0.11532982014183024,0.0002738419634264361
0.11532982014183024,0.00031622776601683794
0.11770378179487156,3.162277660168379e-7
0.11770378179487156,1.0e-6
0.11770378179487156,3.162277660168379e-6
0.11770378179487156,1.0e-5
0.11770378179487156,3.1622776601683795e-5
0.11770378179487156,0.0001
0.11770378179487156,0.00017782794100389227
0.11770378179487156,0.00023713737056616554
0.11770378179487156,0.0002738419634264361
0.11770378179487156,0.00031622776601683794
0.11770378179487156,0.0005623413251903491
0.11770378179487156,0.001
0.11770378179487156,0.0031622776601683794
0.11770378179487156,0.010000000000000002
0.11770378179487156,0.03162277660168379
0.11770378179487156,0.1
0.12012660933466429,0.00023713737056616554
0.12012660933466429,0.0002738419634264361
0.12012660933466429,0.00031622776601683794
0.12259930862197495,0.00017782794100389227
0.12259930862197495,0.00023713737056616554
0.12259930862197495,0.0002738419634264361
0.12259930862197495,0.00031622776601683794
0.12512290622231825,0.00023713737056616554
0.12512290622231825,0.0002738419634264361
0.12512290622231825,0.00031622776601683794
0.12769844983214595,0.0001
0.12769844983214595,0.00017782794100389227
0.12769844983214595,0.0002053525026457146
0.12769844983214595,0.00023713737056616554
0.12769844983214595,0.0002738419634264361
0.12769844983214595,0.00031622776601683794
0.13032700871380837,0.00017782794100389227
0.13032700871380837,0.0002053525026457146
0.13032700871380837,0.00023713737056616554
0.13032700871380837,0.0002738419634264361
0.13032700871380837,0.00031622776601683794
0.13300967413946913,0.00017782794100389227
0.13300967413946913,0.0002053525026457146
0.13300967413946913,0.00023713737056616554
0.13300967413946913,0.0002738419634264361
0.13300967413946913,0.00031622776601683794
0.1357475598441577,0.00017782794100389227
0.1357475598441577,0.0002053525026457146
0.1357475598441577,0.00023713737056616554
0.1357475598441577,0.0002738419634264361
0.1357475598441577,0.00031622776601683794
0.1385418024881474,3.162277660168379e-7
0.1385418024881474,1.0e-6
0.1385418024881474,3.162277660168379e-6
0.1385418024881474,1.0e-5
0.1385418024881474,3.1622776601683795e-5
0.1385418024881474,0.0001
0.1385418024881474,0.00017782794100389227
0.1385418024881474,0.0002053525026457146
0.1385418024881474,0.00023713737056616554
0.1385418024881474,0.0002738419634264361
0.1385418024881474,0.00031622776601683794
0.1385418024881474,0.001
0.1385418024881474,0.0031622776601683794
0.1385418024881474,0.010000000000000002
0.1385418024881474,0.03162277660168379
0.1385418024881474,0.1
0.1413935621288511,0.00017782794100389227
0.1413935621288511,0.0002053525026457146
0.1413935621288511,0.00023713737056616554
0.1413935621288511,0.0002738419634264361
0.1413935621288511,0.00031622776601683794
0.14430402270243056,0.00017782794100389227
0.14430402270243056,0.0002053525026457146
0.14430402270243056,0.00023713737056616554
0.14430402270243056,0.0002738419634264361
0.14430402270243056,0.00031622776601683794
0.14727439251531924,0.00017782794100389227
0.14727439251531924,0.0002053525026457146
0.14727439251531924,0.00023713737056616554
0.14727439251531924,0.0002738419634264361
0.14727439251531924,0.00031622776601683794
0.1503059047458626,0.0001
0.1503059047458626,0.00017782794100389227
0.1503059047458626,0.0002053525026457146
0.1503059047458626,0.00023713737056616554
0.1503059047458626,0.0002738419634264361
0.1503059047458626,0.00031622776601683794
0.15339981795628424,0.00017782794100389227
0.15339981795628424,0.0002053525026457146
0.15339981795628424,0.00023713737056616554
0.15339981795628424,0.0002738419634264361
0.15339981795628424,0.00031622776601683794
0.15655741661519046,0.00017782794100389227
0.15655741661519046,0.0002053525026457146
0.15655741661519046,0.00023713737056616554
0.15655741661519046,0.0002738419634264361
0.15655741661519046,0.00031622776601683794
0.15978001163083008,0.00017782794100389227
0.15978001163083008,0.0002053525026457146
0.15978001163083008,0.00023713737056616554
0.15978001163083008,0.0002738419634264361
0.15978001163083008,0.00031622776601683794
0.16306894089533097,3.162277660168379e-7
0.16306894089533097,1.0e-6
0.16306894089533097,3.162277660168379e-6
0.16306894089533097,1.0e-5
0.16306894089533097,3.1622776601683795e-5
0.16306894089533097,0.0001
0.16306894089533097,0.00017782794100389227
0.16306894089533097,0.0002053525026457146
0.16306894089533097,0.00023713737056616554
0.16306894089533097,0.0002738419634264361
0.16306894089533097,0.00031622776601683794
0.16306894089533097,0.001
0.16306894089533097,0.0031622776601683794
0.16306894089533097,0.010000000000000002
0.16306894089533097,0.03162277660168379
0.16306894089533097,0.1
